Time,CH1,CH2
1.193140,11.4022,0.0139
1.193150,6.2408,-0.0529
1.193160,3.6517,-0.0696
1.193170,13.2229,0.0474
1.193180,1.0292,-0.1197
1.193190,10.5670,0.0139
1.193200,7.2430,-0.0529
1.193210,2.8499,-0.0696
1.193220,13.5570,0.0474
1.193230,1.3967,-0.1030
1.193240,9.6316,-0.0028
1.193250,8.2786,-0.0362
1.193260,2.1818,-0.0863
1.193270,13.6906,0.0474
1.193280,1.8978,-0.1197
1.193290,8.6294,0.0139
1.193300,9.2474,-0.0362
1.193310,1.6306,-0.1030
1.193320,13.6238,0.0474
1.193330,2.5326,-0.1030
1.193340,7.6606,-0.0195
1.193350,10.1996,-0.0028
1.193360,1.2130,-0.1030
1.193370,13.3733,0.0474
1.193380,3.2508,-0.0863
1.193390,6.6918,-0.0362
1.193400,11.0515,0.0139
1.193410,0.9290,-0.1364
1.193420,12.9724,0.0306
1.193430,4.0860,-0.0696
1.193440,5.7397,-0.0529
1.193450,11.8532,0.0139
1.193460,0.7787,-0.1197
1.193470,12.3877,0.0474
1.193480,4.9880,-0.0696
1.193490,4.8043,-0.0529
1.193500,12.5548,0.0306
1.193510,0.7620,-0.1197
1.193520,11.6862,0.0306
1.193530,5.9401,-0.0529
1.193540,3.9190,-0.0696
1.193550,13.1060,0.0474
1.193560,0.9457,-0.1197
1.193570,10.8343,0.0139
1.193580,6.9089,-0.0529
1.193590,3.1339,-0.0696
1.193600,13.4735,0.0474
1.193610,1.2631,-0.1030
1.193620,9.9323,-0.0028
1.193630,7.9112,-0.0362
1.193640,2.4156,-0.0863
1.193650,13.6572,0.0474
1.193660,1.6974,-0.1030
1.193670,9.0136,-0.0028
1.193680,8.8800,-0.0362
1.193690,1.8143,-0.0863
1.193700,13.6572,0.0474
1.193710,2.2820,-0.1030
1.193720,8.0281,-0.0195
1.193730,9.8655,-0.0028
1.193740,1.3466,-0.1030
1.193750,13.4735,0.0474
1.193760,3.0003,-0.1030
1.193770,7.0091,-0.0195
1.193780,10.8009,-0.0028
1.193790,0.9958,-0.1030
1.193800,13.1394,0.0474
1.193810,3.7853,-0.0696
1.193820,6.0236,-0.0529
1.193830,11.6027,0.0139
1.193840,0.7954,-0.1197
1.193850,12.6216,0.0474
1.193860,4.6372,-0.0696
1.193870,5.0882,-0.0529
1.193880,12.3376,0.0139
1.193890,0.7453,-0.1197
1.193900,11.9367,0.0306
1.193910,5.5893,-0.0529
1.193920,4.1862,-0.0696
1.193930,12.9223,0.0474
1.193940,0.8789,-0.1197
1.193950,11.1517,0.0139
1.193960,6.5749,-0.0529
1.193970,3.3677,-0.0696
1.193980,13.3566,0.0306
1.193990,1.1461,-0.1030
1.194000,10.2497,0.0139
1.194010,7.5938,-0.0362
1.194020,2.6495,-0.0863
1.194030,13.6238,0.0474
1.194040,1.5470,-0.1030
1.194050,9.3310,-0.0028
1.194060,8.5793,-0.0362
1.194070,1.9980,-0.0863
1.194080,13.6906,0.0474
1.194090,2.0983,-0.1197
1.194100,8.3120,-0.0028
1.194110,9.5481,-0.0195
1.194120,1.4802,-0.1030
1.194130,13.5570,0.0474
1.194140,2.7664,-0.1030
1.194150,7.3265,-0.0195
1.194160,10.5002,0.0139
1.194170,1.0793,-0.1197
1.194180,13.2396,0.0474
1.194190,3.5515,-0.0863
1.194200,6.3243,-0.0362
1.194210,11.3688,0.0139
1.194220,0.8455,-0.1197
1.194230,12.7719,0.0474
1.194240,4.3867,-0.0696
1.194250,5.3722,-0.0529
1.194260,12.1539,0.0139
1.194270,0.7286,-0.1197
1.194280,12.1539,0.0306
1.194290,5.3054,-0.0529
1.194300,4.4702,-0.0529
1.194310,12.7552,0.0306
1.194320,0.8288,-0.1197
1.194330,11.3521,0.0139
1.194340,6.2909,-0.0529
1.194350,3.6183,-0.0696
1.194360,13.2396,0.0306
1.194370,1.0292,-0.1030
1.194380,10.5336,0.0139
1.194390,7.2597,-0.0529
1.194400,2.8666,-0.0863
1.194410,13.5570,0.0474
1.194420,1.3967,-0.1030
1.194430,9.6316,-0.0028
1.194440,8.2786,-0.0362
1.194450,2.1651,-0.0863
1.194460,13.6739,0.0474
1.194470,1.8978,-0.1197
1.194480,8.6127,-0.0028
1.194490,9.2642,-0.0195
1.194500,1.6306,-0.1197
1.194510,13.6238,0.0306
1.194520,2.5493,-0.1030
1.194530,7.6272,-0.0195
1.194540,10.2163,-0.0028
1.194550,1.1963,-0.1197
1.194560,13.3733,0.0474
1.194570,3.2675,-0.1030
1.194580,6.6584,-0.0195
1.194590,11.1016,0.0139
1.194600,0.8956,-0.1030
1.194610,12.9223,0.0474
1.194620,4.1027,-0.0696
1.194630,5.7063,-0.0529
1.194640,11.8866,0.0139
1.194650,0.7453,-0.1197
1.194660,12.3376,0.0474
1.194670,5.0214,-0.0696
1.194680,4.7709,-0.0529
1.194690,12.5548,0.0306
1.194700,0.7787,-0.1197
1.194710,11.6528,0.0139
1.194720,5.9568,-0.0529
1.194730,3.9023,-0.0696
1.194740,13.1060,0.0474
1.194750,0.9457,-0.1197
1.194760,10.8343,0.0139
1.194770,6.9590,-0.0529
1.194780,3.0838,-0.0696
1.194790,13.4568,0.0474
1.194800,1.2464,-0.1197
1.194810,9.9323,0.0139
1.194820,7.9279,-0.0362
1.194830,2.3989,-0.0863
1.194840,13.6572,0.0474
1.194850,1.7475,-0.1197
1.194860,8.9635,-0.0028
1.194870,8.9301,-0.0195
1.194880,1.7976,-0.0863
1.194890,13.6739,0.0306
1.194900,2.3154,-0.1030
1.194910,7.9613,-0.0195
1.194920,9.9156,-0.0028
1.194930,1.3299,-0.1197
1.194940,13.4735,0.0474
1.194950,3.0170,-0.1030
1.194960,6.9757,-0.0195
1.194970,10.8176,0.0139
1.194980,0.9791,-0.1030
1.194990,13.1060,0.0474
1.195000,3.8354,-0.0696
1.195010,6.0069,-0.0362
1.195020,11.6361,0.0139
1.195030,0.7954,-0.1197
1.195040,12.5715,0.0474
1.195050,4.7207,-0.0696
1.195060,5.0381,-0.0529
1.195070,12.3877,0.0139
1.195080,0.7453,-0.1197
1.195090,11.8866,0.0306
1.195100,5.6729,-0.0529
1.195110,4.1695,-0.0696
1.195120,12.9557,0.0474
1.195130,0.8789,-0.1197
1.195140,11.1016,0.0139
1.195150,6.6417,-0.0529
1.195160,3.3343,-0.0696
1.195170,13.3733,0.0474
1.195180,1.1628,-0.1030
1.195190,10.2330,0.0139
1.195200,7.6272,-0.0362
1.195210,2.5994,-0.0863
1.195220,13.6405,0.0474
1.195230,1.5804,-0.1030
1.195240,9.2474,-0.0028
1.195250,8.6461,-0.0362
1.195260,1.9980,-0.0863
1.195270,13.6906,0.0474
1.195280,2.1317,-0.1197
1.195290,8.2953,-0.0028
1.195300,9.6149,-0.0028
1.195310,1.4635,-0.1197
1.195320,13.5737,0.0474
1.195330,2.7998,-0.1030
1.195340,7.3098,-0.0195
1.195350,10.5670,-0.0028
1.195360,1.0960,-0.1030
1.195370,13.2396,0.0474
1.195380,3.5682,-0.0863
1.195390,6.3243,-0.0362
1.195400,11.3855,0.0139
1.195410,0.8455,-0.1030
1.195420,12.7552,0.0306
1.195430,4.4368,-0.0696
1.195440,5.3221,-0.0529
1.195450,12.1873,0.0139
1.195460,0.7620,-0.1197
1.195470,12.1038,0.0306
1.195480,5.3889,-0.0529
1.195490,4.4368,-0.0696
1.195500,12.8053,0.0474
1.195510,0.8455,-0.1197
1.195520,11.3688,0.0139
1.195530,6.3243,-0.0529
1.195540,3.5682,-0.0696
1.195550,13.2897,0.0306
1.195560,1.0793,-0.1030
1.195570,10.5002,0.0139
1.195580,7.3432,-0.0362
1.195590,2.7998,-0.0696
1.195600,13.5904,0.0474
1.195610,1.4468,-0.1030
1.195620,9.5481,-0.0028
1.195630,8.3454,-0.0195
1.195640,2.1317,-0.1030
1.195650,13.6906,0.0474
1.195660,1.9312,-0.1197
1.195670,8.5960,-0.0028
1.195680,9.3143,-0.0195
1.195690,1.6138,-0.1030
1.195700,13.6238,0.0306
1.195710,2.5827,-0.1030
1.195720,7.5771,-0.0195
1.195730,10.2998,0.0139
1.195740,1.1461,-0.1197
1.195750,13.3566,0.0474
1.195760,3.3677,-0.0863
1.195770,6.5749,-0.0362
1.195780,11.1684,0.0139
1.195790,0.8956,-0.1030
1.195800,12.9223,0.0306
1.195810,4.1695,-0.0696
1.195820,5.6227,-0.0529
1.195830,11.9535,0.0139
1.195840,0.7620,-0.1197
1.195850,12.3209,0.0474
1.195860,5.0882,-0.0696
1.195870,4.6873,-0.0529
1.195880,12.6383,0.0306
1.195890,0.7787,-0.1197
1.195900,11.5860,0.0139
1.195910,6.0570,-0.0529
1.195920,3.8020,-0.0696
1.195930,13.1394,0.0306
1.195940,0.9624,-0.1030
1.195950,10.7675,0.0139
1.195960,7.0259,-0.0529
1.195970,3.0504,-0.0696
1.195980,13.4902,0.0474
1.195990,1.3132,-0.1197
1.196000,9.8655,0.0139
1.196010,8.0448,-0.0362
1.196020,2.3488,-0.0863
1.196030,13.6739,0.0474
1.196040,1.7809,-0.1197
1.196050,8.9134,0.0139
1.196060,8.9969,-0.0195
1.196070,1.7809,-0.1030
1.196080,13.6572,0.0306
1.196090,2.3822,-0.1030
1.196100,7.8944,-0.0195
1.196110,9.9824,-0.0028
1.196120,1.2965,-0.1030
1.196130,13.4568,0.0474
1.196140,3.0838,-0.0863
1.196150,6.8922,-0.0362
1.196160,10.8844,0.0139
1.196170,0.9624,-0.1197
1.196180,13.0726,0.0474
1.196190,3.9190,-0.0696
1.196200,5.9234,-0.0529
1.196210,11.7196,0.0139
1.196220,0.7954,-0.1197
1.196230,12.5214,0.0474
1.196240,4.7876,-0.0696
1.196250,4.9880,-0.0529
1.196260,12.4379,0.0139
1.196270,0.7620,-0.1197
1.196280,11.8365,0.0306
1.196290,5.7397,-0.0529
1.196300,4.1194,-0.0696
1.196310,12.9891,0.0474
1.196320,0.9123,-0.1197
1.196330,11.0347,0.0139
1.196340,6.7252,-0.0529
1.196350,3.2842,-0.0696
1.196360,13.4234,0.0306
1.196370,1.1963,-0.1030
1.196380,10.1327,0.0139
1.196390,7.7274,-0.0195
1.196400,2.5326,-0.1030
1.196410,13.6405,0.0474
1.196420,1.6306,-0.1197
1.196430,9.1806,0.0139
1.196440,8.7296,-0.0195
1.196450,1.9145,-0.1030
1.196460,13.6739,0.0306
1.196470,2.1818,-0.1197
1.196480,8.2118,-0.0195
1.196490,9.6984,-0.0028
1.196500,1.4301,-0.1197
1.196510,13.5570,0.0474
1.196520,2.8499,-0.1030
1.196530,7.1929,-0.0195
1.196540,10.6339,0.0139
1.196550,1.0626,-0.1197
1.196560,13.2062,0.0474
1.196570,3.6517,-0.1030
1.196580,6.2241,-0.0362
1.196590,11.4857,0.0139
1.196600,0.8455,-0.1197
1.196610,12.6884,0.0474
1.196620,4.5370,-0.0696
1.196630,5.2386,-0.0529
1.196640,12.2374,0.0139
1.196650,0.7453,-0.1197
1.196660,12.0537,0.0306
1.196670,5.4557,-0.0529
1.196680,4.3533,-0.0696
1.196690,12.8387,0.0474
1.196700,0.8622,-0.1197
1.196710,11.2853,0.0139
1.196720,6.4245,-0.0529
1.196730,3.5181,-0.0696
1.196740,13.2897,0.0306
1.196750,1.0793,-0.1364
1.196760,10.4501,0.0306
1.196770,7.3766,-0.0529
1.196780,2.7664,-0.0696
1.196790,13.5737,0.0474
1.196800,1.4301,-0.1197
1.196810,9.5314,0.0139
1.196820,8.3622,-0.0195
1.196830,2.1484,-0.1030
1.196840,13.6739,0.0474
1.196850,1.9980,-0.1197
1.196860,8.5459,-0.0028
1.196870,9.3811,-0.0028
1.196880,1.5804,-0.1197
1.196890,13.6238,0.0474
1.196900,2.6161,-0.1030
1.196910,7.5437,-0.0195
1.196920,10.3165,0.0139
1.196930,1.1628,-0.1197
1.196940,13.3566,0.0474
1.196950,3.3844,-0.1030
1.196960,6.5581,-0.0195
1.196970,11.1851,0.0139
1.196980,0.8789,-0.1030
1.196990,12.9223,0.0474
1.197000,4.1862,-0.0696
1.197010,5.6060,-0.0529
1.197020,11.9869,0.0139
1.197030,0.7620,-0.1197
1.197040,12.2708,0.0306
1.197050,5.1049,-0.0529
1.197060,4.6873,-0.0529
1.197070,12.6383,0.0306
1.197080,0.7954,-0.1197
1.197090,11.5526,0.0139
1.197100,6.0904,-0.0529
1.197110,3.7853,-0.0696
1.197120,13.1561,0.0474
1.197130,0.9791,-0.1197
1.197140,10.7508,0.0139
1.197150,7.0593,-0.0362
1.197160,3.0003,-0.0696
1.197170,13.4902,0.0474
1.197180,1.3466,-0.1030
1.197190,9.7987,0.0139
1.197200,8.0782,-0.0362
1.197210,2.3154,-0.0863
1.197220,13.6572,0.0474
1.197230,1.8143,-0.1030
1.197240,8.8299,-0.0028
1.197250,9.0470,-0.0195
1.197260,1.7642,-0.1030
1.197270,13.6572,0.0306
1.197280,2.3655,-0.0863
1.197290,7.8777,-0.0195
1.197300,10.0158,-0.0195
1.197310,1.2965,-0.1030
1.197320,13.4401,0.0474
1.197330,3.1339,-0.0863
1.197340,6.8588,-0.0362
1.197350,10.9178,0.0139
1.197360,0.9624,-0.1030
1.197370,13.0225,0.0474
1.197380,3.9357,-0.0696
1.197390,5.9067,-0.0529
1.197400,11.7530,0.0139
1.197410,0.7787,-0.1197
1.197420,12.4880,0.0474
1.197430,4.8377,-0.0696
1.197440,4.9379,-0.0529
1.197450,12.4546,0.0306
1.197460,0.7787,-0.1197
1.197470,11.8031,0.0306
1.197480,5.7898,-0.0529
1.197490,4.0192,-0.0696
1.197500,13.0225,0.0474
1.197510,0.9123,-0.1197
1.197520,11.0013,0.0139
1.197530,6.7419,-0.0529
1.197540,3.2341,-0.0696
1.197550,13.4234,0.0474
1.197560,1.2130,-0.1030
1.197570,10.0826,-0.0028
1.197580,7.7775,-0.0362
1.197590,2.5158,-0.0863
1.197600,13.6405,0.0474
1.197610,1.6306,-0.1197
1.197620,9.1472,0.0139
1.197630,8.7630,-0.0362
1.197640,1.8978,-0.0863
1.197650,13.6572,0.0474
1.197660,2.2319,-0.1030
1.197670,8.1450,-0.0195
1.197680,9.7319,0.0139
1.197690,1.3967,-0.1197
1.197700,13.4902,0.0474
1.197710,2.9167,-0.0863
1.197720,7.1428,-0.0362
1.197730,10.6673,-0.0028
1.197740,1.0125,-0.1030
1.197750,13.1728,0.0474
1.197760,3.6851,-0.0696
1.197770,6.1740,-0.0362
1.197780,11.5192,0.0139
1.197790,0.8288,-0.1197
1.197800,12.6550,0.0474
1.197810,4.5871,-0.0696
1.197820,5.1884,-0.0529
1.197830,12.2541,0.0139
1.197840,0.7286,-0.1197
1.197850,12.0203,0.0306
1.197860,5.4891,-0.0529
1.197870,4.3031,-0.0696
1.197880,12.8722,0.0474
1.197890,0.8455,-0.1197
1.197900,11.1684,0.0139
1.197910,6.4746,-0.0529
1.197920,3.4513,-0.0696
1.197930,13.3232,0.0306
1.197940,1.1127,-0.1364
1.197950,10.3332,0.0139
1.197960,7.4936,-0.0362
1.197970,2.6996,-0.0863
1.197980,13.6238,0.0474
1.197990,1.4802,-0.1197
1.198000,9.4145,0.0139
1.198010,8.4791,-0.0195
1.198020,2.0816,-0.1030
1.198030,13.6739,0.0306
1.198040,2.0648,-0.1197
1.198050,8.3956,-0.0028
1.198060,9.4813,-0.0195
1.198070,1.4969,-0.1197
1.198080,13.5904,0.0306
1.198090,2.6996,-0.1030
1.198100,7.4267,-0.0195
1.198110,10.4000,-0.0028
1.198120,1.1127,-0.1030
1.198130,13.3232,0.0474
1.198140,3.4513,-0.1030
1.198150,6.4412,-0.0195
1.198160,11.2853,0.0139
1.198170,0.8789,-0.1197
1.198180,12.8053,0.0474
1.198190,4.3366,-0.0696
1.198200,5.4557,-0.0529
1.198210,12.0704,0.0139
1.198220,0.7286,-0.1197
1.198230,12.2207,0.0474
1.198240,5.2219,-0.0696
1.198250,4.5704,-0.0529
1.198260,12.7051,0.0306
1.198270,0.8288,-0.1197
1.198280,11.4690,0.0139
1.198290,6.1907,-0.0529
1.198300,3.6851,-0.0696
1.198310,13.2062,0.0474
1.198320,1.0125,-0.1197
1.198330,10.6004,0.0139
1.198340,7.1929,-0.0362
1.198350,2.9167,-0.0696
1.198360,13.5403,0.0474
1.198370,1.3633,-0.1030
1.198380,9.6984,-0.0028
1.198390,8.1784,-0.0362
1.198400,2.2486,-0.0863
1.198410,13.6739,0.0474
1.198420,1.8811,-0.1030
1.198430,8.7129,-0.0195
1.198440,9.1973,-0.0028
1.198450,1.6473,-0.1030
1.198460,13.6405,0.0306
1.198470,2.4991,-0.0863
1.198480,7.7107,-0.0362
1.198490,10.1662,0.0139
1.198500,1.2297,-0.1197
1.198510,13.3900,0.0474
1.198520,3.2508,-0.0863
1.198530,6.7085,-0.0362
1.198540,11.0515,0.0139
1.198550,0.9123,-0.1197
1.198560,12.9724,0.0474
1.198570,4.0359,-0.0696
1.198580,5.7564,-0.0529
1.198590,11.8699,0.0139
1.198600,0.7620,-0.1197
1.198610,12.4045,0.0474
1.198620,4.9546,-0.0696
1.198630,4.8043,-0.0529
1.198640,12.5381,0.0306
1.198650,0.7787,-0.1197
1.198660,11.6528,0.0139
1.198670,5.9401,-0.0529
1.198680,3.9357,-0.0696
1.198690,13.1060,0.0474
1.198700,0.9290,-0.1197
1.198710,10.8677,0.0139
1.198720,6.9089,-0.0529
1.198730,3.1005,-0.0696
1.198740,13.4568,0.0474
1.198750,1.2631,-0.1030
1.198760,9.9156,-0.0028
1.198770,7.9279,-0.0362
1.198780,2.3989,-0.0863
1.198790,13.6739,0.0474
1.198800,1.6974,-0.1197
1.198810,8.9969,0.0139
1.198820,8.8800,-0.0195
1.198830,1.8143,-0.1030
1.198840,13.6572,0.0306
1.198850,2.3154,-0.0863
1.198860,7.9947,-0.0362
1.198870,9.8822,0.0139
1.198880,1.3132,-0.1197
1.198890,13.4902,0.0474
1.198900,3.0170,-0.1030
1.198910,6.9924,-0.0195
1.198920,10.7842,-0.0028
1.198930,0.9958,-0.1030
1.198940,13.0893,0.0474
1.198950,3.8688,-0.0696
1.198960,5.9902,-0.0529
1.198970,11.6528,0.0139
1.198980,0.7620,-0.1197
1.198990,12.5715,0.0474
1.199000,4.6873,-0.0696
1.199010,5.0548,-0.0529
1.199020,12.3877,0.0139
1.199030,0.7620,-0.1197
1.199040,11.8699,0.0306
1.199050,5.6729,-0.0529
1.199060,4.1528,-0.0696
1.199070,12.9557,0.0474
1.199080,0.8789,-0.1197
1.199090,11.0849,0.0139
1.199100,6.6417,-0.0529
1.199110,3.3176,-0.0696
1.199120,13.3900,0.0474
1.199130,1.1628,-0.1030
1.199140,10.1829,-0.0028
1.199150,7.6439,-0.0362
1.199160,2.5994,-0.0863
1.199170,13.6071,0.0474
1.199180,1.5971,-0.1197
1.199190,9.2307,-0.0028
1.199200,8.6795,-0.0195
1.199210,1.9312,-0.1030
1.199220,13.6906,0.0306
1.199230,2.1317,-0.1197
1.199240,8.2619,-0.0028
1.199250,9.6316,-0.0028
1.199260,1.4301,-0.1197
1.199270,13.5403,0.0474
1.199280,2.8165,-0.1030
1.199290,7.2430,-0.0195
1.199300,10.5670,-0.0028
1.199310,1.0626,-0.1030
1.199320,13.2396,0.0474
1.199330,3.5682,-0.0863
1.199340,6.2909,-0.0529
1.199350,11.4022,0.0139
1.199360,0.8455,-0.1030
1.199370,12.7051,0.0306
1.199380,4.4702,-0.0696
1.199390,5.2553,-0.0529
1.199400,12.1873,0.0139
1.199410,0.7620,-0.1197
1.199420,12.0704,0.0474
1.199430,5.3889,-0.0696
1.199440,4.4034,-0.0696
1.199450,12.7886,0.0474
1.199460,0.8455,-0.1197
1.199470,11.3020,0.0139
1.199480,6.3744,-0.0529
1.199490,3.5348,-0.0696
1.199500,13.2897,0.0306
1.199510,1.0626,-0.1030
1.199520,10.4668,0.0139
1.199530,7.3599,-0.0362
1.199540,2.7831,-0.0696
1.199550,13.5570,0.0474
1.199560,1.4468,-0.1030
1.199570,9.5147,-0.0028
1.199580,8.3789,-0.0195
1.199590,2.0983,-0.1030
1.199600,13.6906,0.0474
1.199610,1.9813,-0.1197
1.199620,8.5292,-0.0028
1.199630,9.3644,-0.0195
1.199640,1.5804,-0.0863
1.199650,13.5904,0.0306
1.199660,2.6328,-0.1030
1.199670,7.5270,-0.0195
1.199680,10.3165,0.0139
1.199690,1.1461,-0.1197
1.199700,13.3566,0.0474
1.199710,3.3677,-0.1030
1.199720,6.5414,-0.0195
1.199730,11.1684,0.0139
1.199740,0.9123,-0.1030
1.199750,12.8555,0.0306
1.199760,4.2363,-0.0696
1.199770,5.5225,-0.0529
1.199780,12.0036,0.0139
1.199790,0.7453,-0.1197
1.199800,12.2875,0.0474
1.199810,5.1216,-0.0696
1.199820,4.6372,-0.0529
1.199830,12.7051,0.0306
1.199840,0.8288,-0.1197
1.199850,11.5192,0.0139
1.199860,6.1406,-0.0529
1.199870,3.7352,-0.0696
1.199880,13.1895,0.0474
1.199890,0.9791,-0.1197
1.199900,10.7007,0.0139
1.199910,7.0927,-0.0529
1.199920,2.9836,-0.0696
1.199930,13.4902,0.0474
1.199940,1.3633,-0.1197
1.199950,9.7486,0.0139
1.199960,8.1116,-0.0195
1.199970,2.2820,-0.1030
1.199980,13.6739,0.0474
1.199990,1.8143,-0.1197
1.200000,8.7964,0.0139
1.200010,9.0804,-0.0195
1.200020,1.6974,-0.1030
1.200030,13.6238,0.0306
1.200040,2.4490,-0.1030
1.200050,7.7942,-0.0195
1.200060,10.0826,-0.0028
1.200070,1.2464,-0.1030
1.200080,13.4234,0.0474
1.200090,3.1506,-0.1030
1.200100,6.7920,-0.0195
1.200110,10.9512,-0.0028
1.200120,0.9290,-0.0863
1.200130,12.9891,0.0306
1.200140,3.9858,-0.0696
1.200150,5.8065,-0.0529
1.200160,11.7864,0.0139
1.200170,0.7787,-0.1197
1.200180,12.4546,0.0474
1.200190,4.8711,-0.0696
1.200200,4.8878,-0.0529
1.200210,12.4880,0.0306
1.200220,0.7620,-0.1197
1.200230,11.7530,0.0306
1.200240,5.8232,-0.0529
1.200250,3.9858,-0.0696
1.200260,13.0392,0.0474
1.200270,0.9123,-0.1197
1.200280,10.9345,0.0139
1.200290,6.7920,-0.0529
1.200300,3.1840,-0.0696
1.200310,13.4401,0.0474
1.200320,1.2130,-0.1030
1.200330,10.0325,-0.0028
1.200340,7.8276,-0.0362
1.200350,2.4490,-0.0863
1.200360,13.6572,0.0474
1.200370,1.6473,-0.1030
1.200380,9.0804,-0.0028
1.200390,8.7964,-0.0362
1.200400,1.8644,-0.0863
1.200410,13.6739,0.0306
1.200420,2.2486,-0.1030
1.200430,8.1116,-0.0195
1.200440,9.7653,0.0139
1.200450,1.3633,-0.1197
1.200460,13.5236,0.0474
1.200470,2.9334,-0.0863
1.200480,7.1261,-0.0362
1.200490,10.6840,-0.0028
1.200500,1.0125,-0.1030
1.200510,13.1728,0.0474
1.200520,3.7352,-0.0696
1.200530,6.0570,-0.0529
1.200540,11.5526,0.0139
1.200550,0.7954,-0.1030
1.200560,12.6717,0.0306
1.200570,4.6038,-0.0696
1.200580,5.1717,-0.0529
1.200590,12.2708,0.0139
1.200600,0.7453,-0.1197
1.200610,11.9869,0.0306
1.200620,5.5392,-0.0529
1.200630,4.2530,-0.0696
1.200640,12.8722,0.0474
1.200650,0.8622,-0.1197
1.200660,11.2185,0.0139
1.200670,6.4913,-0.0529
1.200680,3.4513,-0.0696
1.200690,13.3399,0.0306
1.200700,1.1127,-0.1030
1.200710,10.3165,0.0139
1.200720,7.4936,-0.0362
1.200730,2.6829,-0.0863
1.200740,13.6071,0.0474
1.200750,1.4969,-0.1030
1.200760,9.3811,-0.0028
1.200770,8.5292,-0.0362
1.200780,2.0314,-0.0863
1.200790,13.6906,0.0306
1.200800,2.0816,-0.1197
1.200810,8.3454,-0.0028
1.200820,9.5147,-0.0028
1.200830,1.4802,-0.1197
1.200840,13.5737,0.0474
1.200850,2.7163,-0.0863
1.200860,7.3933,-0.0362
1.200870,10.4668,-0.0028
1.200880,1.1127,-0.1030
1.200890,13.2563,0.0474
1.200900,3.4847,-0.0696
1.200910,6.3410,-0.0362
1.200920,11.3521,0.0139
1.200930,0.8455,-0.1030
1.200940,12.7719,0.0306
1.200950,4.3700,-0.0696
1.200960,5.3722,-0.0529
1.200970,12.1038,0.0139
1.200980,0.7620,-0.1197
1.200990,12.1706,0.0306
1.201000,5.2887,-0.0529
1.201010,4.4702,-0.0529
1.201020,12.7552,0.0306
1.201030,0.8288,-0.1197
1.201040,11.4189,0.0139
1.201050,6.2575,-0.0529
1.201060,3.6183,-0.0696
1.201070,13.2229,0.0474
1.201080,1.0626,-0.1197
1.201090,10.5336,0.0139
1.201100,7.2597,-0.0362
1.201110,2.8499,-0.0863
1.201120,13.5570,0.0474
1.201130,1.3967,-0.1030
1.201140,9.6149,-0.0028
1.201150,8.2619,-0.0195
1.201160,2.1651,-0.1030
1.201170,13.6572,0.0474
1.201180,1.9145,-0.1197
1.201190,8.6294,-0.0028
1.201200,9.2474,-0.0195
1.201210,1.6306,-0.1197
1.201220,13.6238,0.0306
1.201230,2.5326,-0.1030
1.201240,7.6606,-0.0195
1.201250,10.2163,0.0139
1.201260,1.1963,-0.1197
1.201270,13.3566,0.0474
1.201280,3.2842,-0.0863
1.201290,6.6584,-0.0362
1.201300,11.0849,-0.0028
1.201310,0.8956,-0.0863
1.201320,12.9390,0.0306
1.201330,4.1027,-0.0696
1.201340,5.6729,-0.0529
1.201350,11.8866,0.0139
1.201360,0.7453,-0.1197
1.201370,12.3376,0.0474
1.201380,5.0214,-0.0696
1.201390,4.7541,-0.0529
1.201400,12.6049,0.0306
1.201410,0.7787,-0.1197
1.201420,11.6194,0.0139
1.201430,5.9902,-0.0529
1.201440,3.8688,-0.0696
1.201450,13.1227,0.0474
1.201460,0.9624,-0.1197
1.201470,10.8009,0.0139
1.201480,6.9757,-0.0529
1.201490,3.0838,-0.0696
1.201500,13.4735,0.0474
1.201510,1.2965,-0.1030
1.201520,9.8989,-0.0028
1.201530,7.9613,-0.0195
1.201540,2.3655,-0.1030
1.201550,13.6572,0.0474
1.201560,1.7642,-0.1197
1.201570,8.9134,-0.0028
1.201580,8.9969,-0.0195
1.201590,1.7809,-0.0863
1.201600,13.6572,0.0474
1.201610,2.3321,-0.1030
1.201620,7.9613,-0.0195
1.201630,9.9323,-0.0028
1.201640,1.3299,-0.1030
1.201650,13.4568,0.0474
1.201660,3.0504,-0.1030
1.201670,6.9590,-0.0195
1.201680,10.8343,-0.0028
1.201690,0.9624,-0.0863
1.201700,13.1060,0.0306
1.201710,3.8688,-0.0863
1.201720,5.9735,-0.0529
1.201730,11.6862,0.0139
1.201740,0.7787,-0.1197
1.201750,12.5214,0.0474
1.201760,4.7541,-0.0696
1.201770,5.0047,-0.0529
1.201780,12.4045,0.0306
1.201790,0.7453,-0.1197
1.201800,11.8365,0.0306
1.201810,5.7230,-0.0529
1.201820,4.1027,-0.0696
1.201830,12.9724,0.0474
1.201840,0.8789,-0.1197
1.201850,11.0347,0.0139
1.201860,6.6918,-0.0529
1.201870,3.2675,-0.0696
1.201880,13.4067,0.0474
1.201890,1.1796,-0.1030
1.201900,10.1327,-0.0028
1.201910,7.6940,-0.0362
1.201920,2.5326,-0.0863
1.201930,13.6238,0.0474
1.201940,1.6138,-0.1030
1.201950,9.1806,-0.0028
1.201960,8.6962,-0.0195
1.201970,1.9145,-0.1030
1.201980,13.6739,0.0474
1.201990,2.1484,-0.1197
1.202000,8.2118,-0.0195
1.202010,9.6817,0.0139
1.202020,1.4134,-0.1197
1.202030,13.5403,0.0474
1.202040,2.8499,-0.1030
1.202050,7.1929,-0.0195
