Time,CH1,CH2
2.610980,1.6807,-0.1197
2.610990,13.6405,0.0306
2.611000,2.4156,-0.1030
2.611010,7.7274,-0.0195
2.611020,10.0993,-0.0028
2.611030,1.2130,-0.1030
2.611040,13.3900,0.0474
2.611050,3.1673,-0.0863
2.611060,6.7252,-0.0362
2.611070,10.9846,0.0139
2.611080,0.9123,-0.1030
2.611090,12.9724,0.0474
2.611100,4.0025,-0.0696
2.611110,5.7898,-0.0529
2.611120,11.7697,0.0139
2.611130,0.7620,-0.1197
2.611140,12.4212,0.0474
2.611150,4.8878,-0.0696
2.611160,4.8544,-0.0529
2.611170,12.4880,0.0306
2.611180,0.7453,-0.1197
2.611190,11.7196,0.0139
2.611200,5.8232,-0.0529
2.611210,3.9691,-0.0696
2.611220,13.0392,0.0474
2.611230,0.9290,-0.1197
2.611240,10.8844,0.0139
2.611250,6.8421,-0.0529
2.611260,3.1506,-0.0696
2.611270,13.4401,0.0474
2.611280,1.2130,-0.1030
2.611290,9.9657,-0.0028
2.611300,7.8443,-0.0362
2.611310,2.4156,-0.0863
2.611320,13.6405,0.0474
2.611330,1.6807,-0.1197
2.611340,9.0303,0.0139
2.611350,8.8466,-0.0195
2.611360,1.8143,-0.1030
2.611370,13.6572,0.0306
2.611380,2.2653,-0.0863
2.611390,8.0281,-0.0195
2.611400,9.8321,-0.0195
2.611410,1.3299,-0.1030
2.611420,13.4902,0.0474
2.611430,2.9668,-0.0863
2.611440,7.0259,-0.0362
2.611450,10.7174,-0.0028
2.611460,0.9791,-0.1030
2.611470,13.1227,0.0474
2.611480,3.7686,-0.0696
2.611490,6.0069,-0.0529
2.611500,11.6027,0.0139
2.611510,0.7787,-0.1197
2.611520,12.5715,0.0474
2.611530,4.6706,-0.0696
2.611540,5.0381,-0.0529
2.611550,12.3376,0.0139
2.611560,0.7453,-0.1197
2.611570,11.8699,0.0306
2.611580,5.6227,-0.0529
2.611590,4.1528,-0.0696
2.611600,12.9390,0.0474
2.611610,0.8622,-0.1197
2.611620,11.1016,0.0139
2.611630,6.6083,-0.0529
2.611640,3.3176,-0.0696
2.611650,13.3566,0.0306
2.611660,1.1294,-0.1030
2.611670,10.1996,0.0139
2.611680,7.5938,-0.0195
2.611690,2.5994,-0.1030
2.611700,13.6071,0.0474
2.611710,1.5470,-0.1197
2.611720,9.2809,0.0139
2.611730,8.5960,-0.0195
2.611740,1.9479,-0.1030
2.611750,13.6739,0.0306
2.611760,2.0816,-0.1197
2.611770,8.2786,-0.0195
2.611780,9.5648,-0.0028
2.611790,1.4301,-0.1197
2.611800,13.5403,0.0474
2.611810,2.7831,-0.0863
2.611820,7.2931,-0.0362
2.611830,10.5002,-0.0028
2.611840,1.0626,-0.1030
2.611850,13.2229,0.0474
2.611860,3.5348,-0.0863
2.611870,6.3076,-0.0362
2.611880,11.3855,0.0139
2.611890,0.8288,-0.1197
2.611900,12.7552,0.0474
2.611910,4.4034,-0.0696
2.611920,5.3388,-0.0529
2.611930,12.1372,0.0139
2.611940,0.7286,-0.1197
2.611950,12.0871,0.0306
2.611960,5.3221,-0.0529
2.611970,4.4201,-0.0529
2.611980,12.7719,0.0306
2.611990,0.7954,-0.1197
2.612000,11.3521,0.0139
2.612010,6.2575,-0.0529
2.612020,3.6183,-0.0696
2.612030,13.2396,0.0474
2.612040,1.0292,-0.1197
2.612050,10.5336,0.0139
2.612060,7.2430,-0.0362
2.612070,2.8165,-0.0863
2.612080,13.5570,0.0474
2.612090,1.3967,-0.1030
2.612100,9.5982,-0.0028
2.612110,8.2619,-0.0362
2.612120,2.1651,-0.0863
2.612130,13.6739,0.0474
2.612140,1.9479,-0.1030
2.612150,8.6127,-0.0028
2.612160,9.2474,-0.0195
2.612170,1.5971,-0.0863
2.612180,13.5904,0.0474
2.612190,2.5326,-0.0863
2.612200,7.6439,-0.0362
2.612210,10.1996,0.0139
2.612220,1.1796,-0.1197
2.612230,13.3733,0.0474
2.612240,3.2675,-0.0863
2.612250,6.6250,-0.0362
2.612260,11.1016,0.0139
2.612270,0.8789,-0.1030
2.612280,12.9223,0.0474
2.612290,4.1194,-0.0696
2.612300,5.6729,-0.0529
2.612310,11.8866,0.0139
2.612320,0.7453,-0.1197
2.612330,12.3209,0.0474
2.612340,5.0047,-0.0696
2.612350,4.7207,-0.0529
2.612360,12.5715,0.0306
2.612370,0.7620,-0.1197
2.612380,11.6361,0.0306
2.612390,5.9568,-0.0529
2.612400,3.8856,-0.0696
2.612410,13.1060,0.0474
2.612420,0.9457,-0.1197
2.612430,10.7842,0.0139
2.612440,6.9423,-0.0529
2.612450,3.0671,-0.0696
2.612460,13.4568,0.0474
2.612470,1.2631,-0.1030
2.612480,9.8655,-0.0028
2.612490,7.9947,-0.0195
2.612500,2.3154,-0.1030
2.612510,13.6572,0.0474
2.612520,1.7809,-0.1197
2.612530,8.8633,0.0139
2.612540,8.9969,-0.0362
2.612550,1.7642,-0.0863
2.612560,13.6572,0.0306
2.612570,2.3488,-0.0863
2.612580,7.8777,-0.0362
2.612590,9.9824,0.0139
2.612600,1.2631,-0.1197
2.612610,13.4234,0.0474
2.612620,3.0671,-0.0863
2.612630,6.8755,-0.0362
2.612640,10.8677,-0.0028
2.612650,0.9457,-0.1030
2.612660,13.0225,0.0474
2.612670,3.9190,-0.0863
2.612680,5.8566,-0.0529
2.612690,11.7196,0.0139
2.612700,0.7787,-0.1197
2.612710,12.5047,0.0474
2.612720,4.7709,-0.0696
2.612730,4.9546,-0.0529
2.612740,12.4045,0.0306
2.612750,0.7620,-0.1197
2.612760,11.8198,0.0306
2.612770,5.7230,-0.0529
2.612780,4.0693,-0.0696
2.612790,12.9724,0.0474
2.612800,0.8956,-0.1197
2.612810,11.0180,0.0139
2.612820,6.6918,-0.0529
2.612830,3.2675,-0.0696
2.612840,13.4067,0.0474
2.612850,1.1796,-0.1030
2.612860,10.1160,0.0139
2.612870,7.7107,-0.0362
2.612880,2.5326,-0.0863
2.612890,13.6071,0.0474
2.612900,1.6138,-0.1030
2.612910,9.1472,-0.0028
2.612920,8.7296,-0.0362
2.612930,1.8978,-0.0863
2.612940,13.6572,0.0474
2.612950,2.1651,-0.0863
2.612960,8.2118,-0.0195
2.612970,9.6650,-0.0028
2.612980,1.4134,-0.1030
2.612990,13.4902,0.0474
2.613000,2.8332,-0.1030
2.613010,7.2096,-0.0195
2.613020,10.5837,-0.0028
2.613030,1.0292,-0.1030
2.613040,13.1895,0.0474
2.613050,3.6350,-0.0696
2.613060,6.2241,-0.0529
2.613070,11.4690,0.0139
2.613080,0.7954,-0.1030
2.613090,12.7218,0.0306
2.613100,4.4535,-0.0696
2.613110,5.2720,-0.0529
2.613120,12.1873,0.0139
2.613130,0.7453,-0.1197
2.613140,12.0370,0.0306
2.613150,5.3889,-0.0529
2.613160,4.3700,-0.0529
2.613170,12.7886,0.0306
2.613180,0.8288,-0.1197
2.613190,11.3020,0.0139
2.613200,6.3243,-0.0529
2.613210,3.5515,-0.0696
2.613220,13.2563,0.0474
2.613230,1.0793,-0.1197
2.613240,10.4167,0.0139
2.613250,7.3766,-0.0362
2.613260,2.7664,-0.0696
2.613270,13.5737,0.0474
2.613280,1.4301,-0.1030
2.613290,9.4980,-0.0028
2.613300,8.3454,-0.0362
2.613310,2.0983,-0.0863
2.613320,13.6572,0.0474
2.613330,1.9980,-0.1197
2.613340,8.4958,-0.0028
2.613350,9.3644,-0.0028
2.613360,1.5470,-0.1197
2.613370,13.5904,0.0474
2.613380,2.6328,-0.0863
2.613390,7.4769,-0.0362
2.613400,10.3332,-0.0028
2.613410,1.1461,-0.1030
2.613420,13.3232,0.0474
2.613430,3.3677,-0.0863
2.613440,6.5414,-0.0362
2.613450,11.1684,0.0139
2.613460,0.8622,-0.1030
2.613470,12.8722,0.0306
2.613480,4.1862,-0.0696
2.613490,5.5726,-0.0529
2.613500,11.9702,0.0139
2.613510,0.7453,-0.1197
2.613520,12.2541,0.0474
2.613530,5.1216,-0.0696
2.613540,4.6205,-0.0529
2.613550,12.6383,0.0306
2.613560,0.7787,-0.1197
2.613570,11.5359,0.0306
2.613580,6.0737,-0.0529
2.613590,3.7686,-0.0696
2.613600,13.1394,0.0474
2.613610,0.9791,-0.1197
2.613620,10.6673,0.0139
2.613630,7.0927,-0.0362
2.613640,2.9668,-0.0696
2.613650,13.5236,0.0474
2.613660,1.3299,-0.1030
2.613670,9.7319,-0.0028
2.613680,8.1116,-0.0362
2.613690,2.2820,-0.0863
2.613700,13.6739,0.0474
2.613710,1.8644,-0.1030
2.613720,8.7797,-0.0195
2.613730,9.0804,-0.0028
2.613740,1.6807,-0.1030
2.613750,13.6238,0.0306
2.613760,2.4490,-0.1030
2.613770,7.7608,-0.0195
2.613780,10.0826,0.0139
2.613790,1.2297,-0.1197
2.613800,13.3733,0.0474
2.613810,3.1840,-0.0863
2.613820,6.7586,-0.0362
2.613830,10.9512,0.0139
2.613840,0.9290,-0.1030
2.613850,12.9891,0.0474
2.613860,4.0025,-0.0696
2.613870,5.7898,-0.0529
2.613880,11.7864,0.0139
2.613890,0.7620,-0.1197
2.613900,12.4546,0.0474
2.613910,4.8878,-0.0696
2.613920,4.8544,-0.0529
2.613930,12.4880,0.0306
2.613940,0.7453,-0.1197
2.613950,11.7029,0.0306
2.613960,5.8399,-0.0529
2.613970,3.9858,-0.0696
2.613980,13.0225,0.0474
2.613990,0.9290,-0.1197
2.614000,10.8677,0.0139
2.614010,6.8254,-0.0529
2.614020,3.1506,-0.0696
2.614030,13.4234,0.0474
2.614040,1.2130,-0.1030
2.614050,9.9824,-0.0028
2.614060,7.8276,-0.0195
2.614070,2.4657,-0.1030
2.614080,13.6405,0.0474
2.614090,1.6640,-0.1030
2.614100,9.0136,-0.0028
2.614110,8.8299,-0.0195
2.614120,1.8644,-0.1030
2.614130,13.6405,0.0306
2.614140,2.2152,-0.0863
2.614150,8.1283,-0.0195
2.614160,9.7486,-0.0028
2.614170,1.3633,-0.1030
2.614180,13.4902,0.0474
2.614190,2.9167,-0.0863
2.614200,7.1261,-0.0362
2.614210,10.6840,-0.0028
2.614220,1.0125,-0.1030
2.614230,13.1561,0.0474
2.614240,3.7018,-0.0696
2.614250,6.1573,-0.0362
2.614260,11.5192,0.0139
2.614270,0.7787,-0.1197
2.614280,12.6383,0.0474
2.614290,4.5704,-0.0696
2.614300,5.1717,-0.0529
2.614310,12.2708,0.0139
2.614320,0.7453,-0.1197
2.614330,11.9869,0.0306
2.614340,5.5058,-0.0529
2.614350,4.2530,-0.0529
2.614360,12.8722,0.0306
2.614370,0.8622,-0.1197
2.614380,11.1684,0.0139
2.614390,6.4913,-0.0529
2.614400,3.4178,-0.0696
2.614410,13.3399,0.0306
2.614420,1.1127,-0.1030
2.614430,10.3332,0.0139
2.614440,7.4769,-0.0362
2.614450,2.6996,-0.0863
2.614460,13.5904,0.0474
2.614470,1.4969,-0.1030
2.614480,9.3811,-0.0028
2.614490,8.4958,-0.0195
2.614500,2.0481,-0.1030
2.614510,13.6572,0.0474
2.614520,2.0648,-0.1197
2.614530,8.3789,-0.0028
2.614540,9.4980,-0.0028
2.614550,1.4969,-0.1197
2.614560,13.5737,0.0306
2.614570,2.7163,-0.1030
2.614580,7.3933,-0.0195
2.614590,10.4334,0.0139
2.614600,1.0960,-0.1197
2.614610,13.2897,0.0474
2.614620,3.4680,-0.0696
2.614630,6.4078,-0.0362
2.614640,11.3020,0.0139
2.614650,0.8622,-0.1030
2.614660,12.7886,0.0306
2.614670,4.3366,-0.0696
2.614680,5.4223,-0.0529
2.614690,12.0871,0.0139
2.614700,0.7453,-0.1197
2.614710,12.1706,0.0306
2.614720,5.2553,-0.0529
2.614730,4.4869,-0.0529
2.614740,12.7218,0.0306
2.614750,0.8288,-0.1197
2.614760,11.3855,0.0139
2.614770,6.2575,-0.0529
2.614780,3.6350,-0.0696
2.614790,13.2229,0.0474
2.614800,1.0125,-0.1197
2.614810,10.5670,0.0139
2.614820,7.2263,-0.0362
2.614830,2.8666,-0.0696
2.614840,13.5570,0.0474
2.614850,1.3800,-0.1030
2.614860,9.6650,-0.0028
2.614870,8.2452,-0.0362
2.614880,2.2152,-0.0863
2.614890,13.6739,0.0474
2.614900,1.8978,-0.1197
2.614910,8.6461,-0.0028
2.614920,9.2474,-0.0028
2.614930,1.6473,-0.1197
2.614940,13.6238,0.0306
2.614950,2.5326,-0.0863
2.614960,7.6940,-0.0362
2.614970,10.1662,0.0139
2.614980,1.1963,-0.1197
2.614990,13.3900,0.0474
2.615000,3.2508,-0.0696
2.615010,6.6751,-0.0362
2.615020,11.0682,0.0139
2.615030,0.9290,-0.1030
2.615040,12.9557,0.0474
2.615050,4.0860,-0.0696
2.615060,5.6896,-0.0529
2.615070,11.8532,0.0139
2.615080,0.7787,-0.1197
2.615090,12.3877,0.0474
2.615100,4.9880,-0.0696
2.615110,4.7709,-0.0529
2.615120,12.5548,0.0306
2.615130,0.7620,-0.1197
2.615140,11.6528,0.0306
2.615150,5.9568,-0.0529
2.615160,3.9023,-0.0696
2.615170,13.1060,0.0474
2.615180,0.9457,-0.1197
2.615190,10.8343,0.0139
2.615200,6.9423,-0.0529
2.615210,3.1005,-0.0696
2.615220,13.4568,0.0474
2.615230,1.2965,-0.1030
2.615240,9.9156,-0.0028
2.615250,7.9446,-0.0362
2.615260,2.3989,-0.0863
2.615270,13.6572,0.0474
2.615280,1.7141,-0.1030
2.615290,8.9635,-0.0028
2.615300,8.9468,-0.0362
2.615310,1.7976,-0.0863
2.615320,13.6572,0.0641
2.615330,2.3154,-0.1030
2.615340,7.9613,-0.0195
2.615350,9.9323,0.0139
2.615360,1.2965,-0.1197
2.615370,13.4735,0.0474
2.615380,3.0337,-0.0863
2.615390,6.9590,-0.0362
2.615400,10.8343,-0.0028
2.615410,0.9791,-0.1030
2.615420,13.0726,0.0474
2.615430,3.8856,-0.0696
2.615440,5.9568,-0.0529
2.615450,11.6862,0.0139
2.615460,0.7954,-0.1197
2.615470,12.5548,0.0474
2.615480,4.6706,-0.0696
2.615490,5.0882,-0.0529
2.615500,12.3209,0.0139
2.615510,0.7620,-0.1197
2.615520,11.9367,0.0306
2.615530,5.6060,-0.0529
2.615540,4.2029,-0.0529
2.615550,12.9056,0.0306
2.615560,0.8622,-0.1197
2.615570,11.1851,0.0139
2.615580,6.5247,-0.0529
2.615590,3.4178,-0.0696
2.615600,13.3399,0.0474
2.615610,1.1127,-0.1030
2.615620,10.3332,0.0139
2.615630,7.5270,-0.0362
2.615640,2.6829,-0.0863
2.615650,13.6071,0.0474
2.615660,1.5470,-0.1030
2.615670,9.3811,-0.0028
2.615680,8.5292,-0.0195
2.615690,2.0147,-0.1030
2.615700,13.6739,0.0474
2.615710,2.0816,-0.1030
2.615720,8.3622,-0.0195
2.615730,9.5314,0.0139
2.615740,1.4802,-0.1197
2.615750,13.5570,0.0306
2.615760,2.7497,-0.1030
2.615770,7.3432,-0.0195
2.615780,10.4668,-0.0028
2.615790,1.0960,-0.1030
2.615800,13.2396,0.0474
2.615810,3.5348,-0.0696
2.615820,6.3243,-0.0362
2.615830,11.3521,0.0139
2.615840,0.8455,-0.1030
2.615850,12.7719,0.0306
2.615860,4.3867,-0.0696
2.615870,5.3889,-0.0529
2.615880,12.1038,0.0139
2.615890,0.7453,-0.1197
2.615900,12.1539,0.0306
2.615910,5.3054,-0.0529
2.615920,4.4702,-0.0696
2.615930,12.7552,0.0474
2.615940,0.8288,-0.1197
2.615950,11.3855,0.0139
2.615960,6.2575,-0.0529
2.615970,3.6183,-0.0696
2.615980,13.2396,0.0474
2.615990,1.0292,-0.1197
2.616000,10.5336,0.0139
2.616010,7.2931,-0.0362
2.616020,2.8499,-0.0863
2.616030,13.5570,0.0474
2.616040,1.3967,-0.1030
2.616050,9.6316,-0.0028
2.616060,8.2786,-0.0362
2.616070,2.1818,-0.0863
2.616080,13.6739,0.0474
2.616090,1.9312,-0.1030
2.616100,8.5960,-0.0028
2.616110,9.2809,-0.0195
2.616120,1.5971,-0.1030
2.616130,13.6238,0.0474
2.616140,2.5660,-0.0863
2.616150,7.5938,-0.0362
2.616160,10.2497,-0.0028
2.616170,1.1796,-0.1030
2.616180,13.3566,0.0474
2.616190,3.3176,-0.0863
2.616200,6.6083,-0.0362
2.616210,11.1517,0.0139
2.616220,0.8789,-0.1030
2.616230,12.9056,0.0306
2.616240,4.1695,-0.0696
2.616250,5.5893,-0.0529
2.616260,11.9702,0.0139
2.616270,0.7286,-0.1197
2.616280,12.3042,0.0474
2.616290,5.0882,-0.0696
2.616300,4.6873,-0.0529
2.616310,12.6216,0.0306
2.616320,0.7954,-0.1197
2.616330,11.5693,0.0139
2.616340,6.0403,-0.0529
2.616350,3.8020,-0.0696
2.616360,13.1394,0.0474
2.616370,0.9791,-0.1197
2.616380,10.7174,0.0139
2.616390,7.0593,-0.0362
2.616400,3.0170,-0.0696
2.616410,13.4902,0.0474
2.616420,1.3132,-0.1030
2.616430,9.7987,-0.0028
2.616440,8.0782,-0.0362
2.616450,2.2987,-0.0863
2.616460,13.6572,0.0474
2.616470,1.8143,-0.1197
2.616480,8.8132,0.0139
2.616490,9.0804,-0.0362
2.616500,1.6974,-0.0863
2.616510,13.6572,0.0474
2.616520,2.4156,-0.0863
2.616530,7.8109,-0.0362
2.616540,10.0659,-0.0028
2.616550,1.2297,-0.1030
2.616560,13.4234,0.0474
2.616570,3.1339,-0.0863
2.616580,6.8588,-0.0362
2.616590,10.9178,-0.0028
2.616600,0.9457,-0.1030
2.616610,13.0392,0.0474
2.616620,3.9357,-0.0696
2.616630,5.8733,-0.0529
2.616640,11.7363,0.0139
2.616650,0.7620,-0.1197
2.616660,12.4880,0.0474
2.616670,4.8210,-0.0696
2.616680,4.9379,-0.0529
2.616690,12.4546,0.0306
2.616700,0.7620,-0.1197
2.616710,11.7697,0.0306
2.616720,5.7898,-0.0529
2.616730,4.0192,-0.0696
2.616740,13.0058,0.0474
2.616750,0.9123,-0.1197
2.616760,10.9345,0.0139
2.616770,6.7920,-0.0529
2.616780,3.2007,-0.0696
2.616790,13.4234,0.0474
2.616800,1.1963,-0.1030
2.616810,10.0325,-0.0028
2.616820,7.8109,-0.0362
2.616830,2.4824,-0.0863
2.616840,13.6405,0.0474
2.616850,1.6640,-0.1030
2.616860,9.0637,-0.0028
2.616870,8.8132,-0.0195
2.616880,1.8477,-0.1030
2.616890,13.6572,0.0474
2.616900,2.2486,-0.1030
2.616910,8.0782,-0.0195
2.616920,9.7987,-0.0195
2.616930,1.3633,-0.1030
2.616940,13.4902,0.0474
2.616950,2.9668,-0.1030
2.616960,6.9924,-0.0195
2.616970,10.7174,-0.0028
2.616980,1.0125,-0.1030
2.616990,13.1394,0.0474
2.617000,3.7519,-0.0696
2.617010,6.0570,-0.0529
2.617020,11.5860,0.0139
2.617030,0.7787,-0.1197
2.617040,12.6216,0.0474
2.617050,4.6372,-0.0696
2.617060,5.1216,-0.0529
2.617070,12.3042,0.0139
2.617080,0.7453,-0.1197
2.617090,11.9535,0.0306
2.617100,5.5559,-0.0529
2.617110,4.2363,-0.0696
2.617120,12.9056,0.0474
2.617130,0.8622,-0.1197
2.617140,11.1684,0.0139
2.617150,6.5247,-0.0529
2.617160,3.4178,-0.0696
2.617170,13.3399,0.0306
2.617180,1.1294,-0.1030
2.617190,10.2998,0.0139
2.617200,7.5604,-0.0362
2.617210,2.6161,-0.0863
2.617220,13.6071,0.0474
2.617230,1.5303,-0.1197
2.617240,9.3644,0.0139
2.617250,8.5459,-0.0195
2.617260,2.0147,-0.1030
2.617270,13.6739,0.0306
2.617280,2.0648,-0.1030
2.617290,8.3454,-0.0195
2.617300,9.5147,-0.0028
2.617310,1.4802,-0.1197
2.617320,13.5737,0.0474
2.617330,2.7330,-0.1030
2.617340,7.3599,-0.0195
2.617350,10.4334,0.0139
2.617360,1.1127,-0.1197
2.617370,13.2396,0.0474
2.617380,3.4847,-0.0696
2.617390,6.3744,-0.0362
2.617400,11.3354,0.0139
2.617410,0.8288,-0.1030
2.617420,12.8387,0.0306
2.617430,4.3031,-0.0696
2.617440,5.4891,-0.0529
2.617450,12.0370,0.0139
2.617460,0.7453,-0.1197
2.617470,12.2040,0.0306
2.617480,5.2219,-0.0529
2.617490,4.5370,-0.0529
2.617500,12.7218,0.0306
2.617510,0.7954,-0.1197
2.617520,11.4690,0.0139
2.617530,6.1740,-0.0529
2.617540,3.7185,-0.0696
2.617550,13.1895,0.0474
2.617560,1.0125,-0.1197
2.617570,10.6004,0.0139
2.617580,7.1762,-0.0362
2.617590,2.9167,-0.0696
2.617600,13.5403,0.0474
2.617610,1.3633,-0.1197
2.617620,9.6650,0.0139
2.617630,8.1784,-0.0195
2.617640,2.2319,-0.1030
2.617650,13.6572,0.0474
2.617660,1.8811,-0.1030
2.617670,8.6795,-0.0028
2.617680,9.1973,-0.0195
2.617690,1.6306,-0.0863
2.617700,13.6405,0.0474
2.617710,2.5660,-0.0863
2.617720,7.6606,-0.0362
2.617730,10.1829,-0.0028
2.617740,1.1796,-0.1030
2.617750,13.3566,0.0474
2.617760,3.2508,-0.0863
2.617770,6.6751,-0.0362
2.617780,11.0682,0.0139
2.617790,0.9123,-0.1030
2.617800,12.9557,0.0474
2.617810,4.0693,-0.0696
2.617820,5.7230,-0.0529
2.617830,11.8532,0.0139
2.617840,0.7620,-0.1197
2.617850,12.3376,0.0306
2.617860,4.9546,-0.0529
2.617870,4.7709,-0.0529
2.617880,12.5548,0.0306
2.617890,0.7620,-0.1197
2.617900,11.6862,0.0306
2.617910,5.9234,-0.0529
2.617920,3.8521,-0.0696
2.617930,13.1060,0.0474
2.617940,0.9290,-0.1197
2.617950,10.8176,0.0139
2.617960,6.9256,-0.0529
2.617970,3.0838,-0.0696
2.617980,13.4735,0.0474
2.617990,1.2464,-0.1030
2.618000,9.9156,-0.0028
2.618010,7.9279,-0.0195
2.618020,2.3655,-0.1030
2.618030,13.6405,0.0474
2.618040,1.7141,-0.1030
2.618050,8.9468,-0.0028
2.618060,8.9468,-0.0195
2.618070,1.7809,-0.1030
2.618080,13.6572,0.0306
2.618090,2.3154,-0.1030
2.618100,7.9112,-0.0195
2.618110,9.9490,0.0139
2.618120,1.2965,-0.1197
2.618130,13.4568,0.0474
2.618140,3.0504,-0.0863
2.618150,6.8922,-0.0362
2.618160,10.8510,-0.0028
2.618170,0.9624,-0.1030
2.618180,13.0893,0.0474
2.618190,3.8856,-0.0696
2.618200,5.9401,-0.0529
2.618210,11.6862,0.0139
2.618220,0.7620,-0.1197
2.618230,12.5047,0.0474
2.618240,4.7541,-0.0696
2.618250,5.0047,-0.0529
2.618260,12.4045,0.0306
2.618270,0.7453,-0.1197
2.618280,11.8365,0.0306
2.618290,5.7063,-0.0529
2.618300,4.1027,-0.0696
2.618310,12.9557,0.0474
2.618320,0.8789,-0.1197
2.618330,11.0682,0.0139
2.618340,6.6417,-0.0529
2.618350,3.2842,-0.0696
2.618360,13.3733,0.0474
2.618370,1.1796,-0.1030
2.618380,10.1662,0.0139
2.618390,7.6773,-0.0362
2.618400,2.5326,-0.0863
2.618410,13.6238,0.0474
2.618420,1.5971,-0.1197
2.618430,9.1806,0.0139
2.618440,8.6795,-0.0195
2.618450,1.9145,-0.1030
2.618460,13.6572,0.0306
2.618470,2.1651,-0.1197
2.618480,8.2118,-0.0195
2.618490,9.6817,-0.0028
2.618500,1.4134,-0.1197
2.618510,13.5403,0.0474
2.618520,2.8332,-0.0863
2.618530,7.1762,-0.0362
2.618540,10.6172,-0.0028
2.618550,1.0292,-0.1030
2.618560,13.1728,0.0474
2.618570,3.6684,-0.0863
2.618580,6.1740,-0.0529
2.618590,11.4857,0.0139
2.618600,0.8288,-0.1197
2.618610,12.6884,0.0474
2.618620,4.5203,-0.0696
2.618630,5.2553,-0.0529
2.618640,12.2207,0.0139
2.618650,0.7286,-0.1197
2.618660,12.0203,0.0306
2.618670,5.4724,-0.0529
2.618680,4.3031,-0.0529
2.618690,12.8722,0.0306
2.618700,0.7954,-0.1197
2.618710,11.2519,0.0139
2.618720,6.4579,-0.0529
2.618730,3.4680,-0.0696
2.618740,13.3232,0.0306
2.618750,1.0626,-0.1030
2.618760,10.3666,0.0139
2.618770,7.4434,-0.0362
2.618780,2.7330,-0.0696
2.618790,13.5737,0.0474
2.618800,1.4969,-0.1030
2.618810,9.3978,-0.0028
2.618820,8.4457,-0.0362
2.618830,2.0314,-0.0863
2.618840,13.6739,0.0474
2.618850,1.9980,-0.1030
2.618860,8.4958,-0.0195
2.618870,9.3978,-0.0028
2.618880,1.5637,-0.1197
2.618890,13.5904,0.0474
2.618900,2.6328,-0.0863
2.618910,7.4936,-0.0362
2.618920,10.3499,-0.0028
2.618930,1.1127,-0.1030
2.618940,13.3232,0.0474
2.618950,3.3677,-0.0863
2.618960,6.5247,-0.0362
2.618970,11.1517,0.0139
2.618980,0.8956,-0.1030
2.618990,12.8889,0.0306
2.619000,4.2029,-0.0696
2.619010,5.5559,-0.0529
2.619020,11.9869,0.0139
2.619030,0.7453,-0.1197
2.619040,12.2875,0.0474
2.619050,5.0882,-0.0696
2.619060,4.6539,-0.0529
2.619070,12.6216,0.0306
2.619080,0.7954,-0.1197
2.619090,11.5192,0.0139
2.619100,6.1406,-0.0529
2.619110,3.7519,-0.0696
2.619120,13.1561,0.0474
2.619130,0.9791,-0.1197
2.619140,10.7007,0.0139
2.619150,7.0760,-0.0529
2.619160,2.9668,-0.1030
2.619170,13.4902,0.0474
2.619180,1.3299,-0.1197
2.619190,9.7486,0.0139
2.619200,8.1116,-0.0362
2.619210,2.2486,-0.0863
2.619220,13.6739,0.0474
2.619230,1.8477,-0.1197
2.619240,8.7463,0.0139
2.619250,9.1472,-0.0195
2.619260,1.6306,-0.1030
2.619270,13.6071,0.0474
2.619280,2.4657,-0.0863
2.619290,7.6773,-0.0362
2.619300,10.1160,-0.0028
2.619310,1.2130,-0.1030
2.619320,13.3900,0.0474
2.619330,3.2174,-0.0863
2.619340,6.7252,-0.0362
2.619350,11.0180,0.0139
2.619360,0.8956,-0.1030
2.619370,12.9724,0.0474
2.619380,4.0025,-0.0696
2.619390,5.7731,-0.0529
2.619400,11.8031,0.0139
2.619410,0.7787,-0.1197
2.619420,12.3877,0.0474
2.619430,4.9379,-0.0696
2.619440,4.8043,-0.0529
2.619450,12.5381,0.0306
2.619460,0.7453,-0.1197
2.619470,11.7363,0.0306
2.619480,5.8399,-0.0529
2.619490,4.0025,-0.0696
2.619500,13.0058,0.0474
2.619510,0.9123,-0.1197
2.619520,10.9011,0.0139
2.619530,6.8421,-0.0529
2.619540,3.2007,-0.0696
2.619550,13.4234,0.0474
2.619560,1.1963,-0.1030
2.619570,10.0659,0.0139
2.619580,7.7942,-0.0195
2.619590,2.4657,-0.1030
2.619600,13.6405,0.0474
2.619610,1.6306,-0.1197
2.619620,9.1138,0.0139
2.619630,8.7630,-0.0362
2.619640,1.8811,-0.0863
2.619650,13.6405,0.0306
2.619660,2.2319,-0.1030
2.619670,8.1283,-0.0195
2.619680,9.7319,0.0139
2.619690,1.3633,-0.1197
2.619700,13.5403,0.0474
2.619710,2.8666,-0.1030
2.619720,7.1261,-0.0195
2.619730,10.6506,-0.0028
2.619740,1.0125,-0.1030
2.619750,13.1394,0.0474
2.619760,3.7018,-0.0696
2.619770,6.1071,-0.0529
2.619780,11.5359,0.0139
2.619790,0.7787,-0.1197
2.619800,12.6550,0.0474
2.619810,4.5704,-0.0696
2.619820,5.1717,-0.0529
2.619830,12.2541,0.0139
2.619840,0.7453,-0.1197
2.619850,11.9535,0.0306
2.619860,5.5225,-0.0529
2.619870,4.2864,-0.0696
2.619880,12.8555,0.0474
2.619890,0.8455,-0.1197
2.619900,11.2185,0.0139
